"MAPPING_ID","HP_ID","HP_TERM","ZP_ID","ZP_TERM","SIMJ","IC","SCORE","LCS_ID","LCS_TERM"
23,HP:0031549,Lymphocytoma cutis,ZP:0022123,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
24,HP:0031549,Lymphocytoma cutis,ZP:0022122,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
25,HP:0031549,Lymphocytoma cutis,ZP:0022082,"neurofibrosarcoma whole organism increased amount, abnormal",0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
26,HP:0031549,Lymphocytoma cutis,ZP:0101184,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
27,HP:0031549,Lymphocytoma cutis,ZP:0101173,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
28,HP:0031549,Lymphocytoma cutis,ZP:0101134,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
29,HP:0031549,Lymphocytoma cutis,ZP:0138429,"nerve sheath tumor muscle increased amount, abnormal",0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
30,HP:0031549,Lymphocytoma cutis,ZP:0102956,,0.13043478260869565,3.7093462856190333,0.6955772972036187,MP:0002006,
31,HP:0031549,Lymphocytoma cutis,ZP:0138247,"chordoma intestine increased amount, abnormal",0.24,3.7093462856190333,0.9435269516810677,MP:0002006,
32,HP:0031549,Lymphocytoma cutis,ZP:0138015,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
33,HP:0031549,Lymphocytoma cutis,ZP:0016840,,0.3157894736842105,3.7093462856190333,1.082299640232831,MP:0002006,
34,HP:0031549,Lymphocytoma cutis,ZP:0016741,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
35,HP:0031549,Lymphocytoma cutis,ZP:0141893,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
36,HP:0031549,Lymphocytoma cutis,ZP:0016559,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
37,HP:0031549,Lymphocytoma cutis,ZP:0016558,,0.12,3.7093462856190333,0.6671743057659549,MP:0002006,
38,HP:0031549,Lymphocytoma cutis,ZP:0016557,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
39,HP:0031549,Lymphocytoma cutis,ZP:0016477,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
40,HP:0031549,Lymphocytoma cutis,ZP:0016424,,0.17647058823529413,3.7093462856190333,0.8090676862856372,MP:0002006,
41,HP:0031549,Lymphocytoma cutis,ZP:0016423,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
42,HP:0031549,Lymphocytoma cutis,ZP:0016422,,0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
43,HP:0031549,Lymphocytoma cutis,ZP:0138430,"nerve sheath tumor bone tissue increased amount, abnormal",0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
44,HP:0031549,Lymphocytoma cutis,ZP:0016387,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
45,HP:0031549,Lymphocytoma cutis,ZP:0016315,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
46,HP:0031549,Lymphocytoma cutis,ZP:0016102,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
47,HP:0031549,Lymphocytoma cutis,ZP:0010280,"neurofibrosarcoma peripheral nervous system increased amount, abnormal",0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
48,HP:0031549,Lymphocytoma cutis,ZP:0140589,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
49,HP:0031549,Lymphocytoma cutis,ZP:0140586,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
50,HP:0031549,Lymphocytoma cutis,ZP:0130723,,0.3157894736842105,3.7093462856190333,1.082299640232831,MP:0002006,
51,HP:0031549,Lymphocytoma cutis,ZP:0140465,,0.24,3.7093462856190333,0.9435269516810677,MP:0002006,
52,HP:0031549,Lymphocytoma cutis,ZP:0140450,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
53,HP:0031549,Lymphocytoma cutis,ZP:0140449,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
54,HP:0031549,Lymphocytoma cutis,ZP:0106778,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
55,HP:0031549,Lymphocytoma cutis,ZP:0106777,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
56,HP:0031549,Lymphocytoma cutis,ZP:0140098,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
57,HP:0031549,Lymphocytoma cutis,ZP:0140096,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
58,HP:0031549,Lymphocytoma cutis,ZP:0140092,,0.3157894736842105,3.7093462856190333,1.082299640232831,MP:0002006,
59,HP:0031549,Lymphocytoma cutis,ZP:0140007,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
60,HP:0031549,Lymphocytoma cutis,ZP:0103622,,0.15789473684210525,3.7093462856190333,0.7653014148843956,MP:0002006,
61,HP:0031549,Lymphocytoma cutis,ZP:0021533,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
62,HP:0031549,Lymphocytoma cutis,ZP:0101271,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
63,HP:0031549,Lymphocytoma cutis,ZP:0137931,,0.14893617021276595,3.836761623666563,0.7559315989216296,HP:0011793,Neoplasm by anatomical site
64,HP:0031549,Lymphocytoma cutis,ZP:0137930,,0.18421052631578946,3.836761623666563,0.8406972570692974,HP:0011793,Neoplasm by anatomical site
65,HP:0031549,Lymphocytoma cutis,ZP:0137929,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
66,HP:0031549,Lymphocytoma cutis,ZP:0142377,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
67,HP:0031549,Lymphocytoma cutis,ZP:0103293,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
68,HP:0031549,Lymphocytoma cutis,ZP:0103169,,0.3157894736842105,3.7093462856190333,1.082299640232831,MP:0002006,
69,HP:0031549,Lymphocytoma cutis,ZP:0100236,,0.24,3.7093462856190333,0.9435269516810677,MP:0002006,
70,HP:0031549,Lymphocytoma cutis,ZP:0103075,,0.13333333333333333,3.7093462856190333,0.7032634675206757,MP:0002006,
71,HP:0031549,Lymphocytoma cutis,ZP:0140506,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
72,HP:0031549,Lymphocytoma cutis,ZP:0137327,"primitive neurectodermal tumor whole organism increased amount, abnormal",0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
73,HP:0031549,Lymphocytoma cutis,ZP:0015975,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
74,HP:0031549,Lymphocytoma cutis,ZP:0015974,,0.2692307692307692,3.7093462856190333,0.9993348557017857,MP:0002006,
75,HP:0031549,Lymphocytoma cutis,ZP:0015906,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
76,HP:0031549,Lymphocytoma cutis,ZP:0131260,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
77,HP:0031549,Lymphocytoma cutis,ZP:0131128,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
78,HP:0031549,Lymphocytoma cutis,ZP:0131127,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
79,HP:0031549,Lymphocytoma cutis,ZP:0015767,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
80,HP:0031549,Lymphocytoma cutis,ZP:0015766,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
81,HP:0031549,Lymphocytoma cutis,ZP:0015765,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
82,HP:0031549,Lymphocytoma cutis,ZP:0015764,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
83,HP:0031549,Lymphocytoma cutis,ZP:0130694,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
84,HP:0031549,Lymphocytoma cutis,ZP:0130696,,0.17647058823529413,3.7093462856190333,0.8090676862856372,MP:0002006,
85,HP:0031549,Lymphocytoma cutis,ZP:0018218,,0.16216216216216217,3.7093462856190333,0.7755743767583917,MP:0002006,
86,HP:0031549,Lymphocytoma cutis,ZP:0015372,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
87,HP:0031549,Lymphocytoma cutis,ZP:0015371,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
88,HP:0031549,Lymphocytoma cutis,ZP:0003996,"lymphoid neoplasms whole organism neoplastic, malignant, abnormal",0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
89,HP:0031549,Lymphocytoma cutis,ZP:0142430,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
90,HP:0031549,Lymphocytoma cutis,ZP:0100233,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
91,HP:0031549,Lymphocytoma cutis,ZP:0020903,"neoplasm whole organism increased amount, abnormal",0.3157894736842105,3.7093462856190333,1.082299640232831,MP:0002006,
92,HP:0031549,Lymphocytoma cutis,ZP:0102980,,0.16666666666666666,3.7093462856190333,0.7862724597342231,MP:0002006,
93,HP:0031549,Lymphocytoma cutis,ZP:0102979,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
94,HP:0031549,Lymphocytoma cutis,ZP:0102978,,0.17142857142857143,3.7093462856190333,0.7974258176642819,MP:0002006,
95,HP:0031549,Lymphocytoma cutis,ZP:0102977,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
96,HP:0031549,Lymphocytoma cutis,ZP:0102976,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
97,HP:0031549,Lymphocytoma cutis,ZP:0102960,,0.17073170731707318,3.836761623666563,0.8093558318670584,HP:0011793,Neoplasm by anatomical site
98,HP:0031549,Lymphocytoma cutis,ZP:0102959,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
99,HP:0031549,Lymphocytoma cutis,ZP:0102958,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
100,HP:0031549,Lymphocytoma cutis,ZP:0102957,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
101,HP:0031549,Lymphocytoma cutis,ZP:0105798,,0.13636363636363635,3.7093462856190333,0.7112101996167933,MP:0002006,
102,HP:0031549,Lymphocytoma cutis,ZP:0105776,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
103,HP:0031549,Lymphocytoma cutis,ZP:0141892,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
104,HP:0031549,Lymphocytoma cutis,ZP:0015763,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
105,HP:0031549,Lymphocytoma cutis,ZP:0139895,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
106,HP:0031549,Lymphocytoma cutis,ZP:0139801,,0.24,3.7093462856190333,0.9435269516810677,MP:0002006,
107,HP:0031549,Lymphocytoma cutis,ZP:0023100,,0.16666666666666666,3.7093462856190333,0.7862724597342231,MP:0002006,
108,HP:0031549,Lymphocytoma cutis,ZP:0102182,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
109,HP:0031549,Lymphocytoma cutis,ZP:0102178,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
110,HP:0031549,Lymphocytoma cutis,ZP:0102177,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
111,HP:0031549,Lymphocytoma cutis,ZP:0102164,,0.16216216216216217,3.7093462856190333,0.7755743767583917,MP:0002006,
112,HP:0031549,Lymphocytoma cutis,ZP:0130798,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
113,HP:0031549,Lymphocytoma cutis,ZP:0130794,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
114,HP:0031549,Lymphocytoma cutis,ZP:0130758,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
115,HP:0031549,Lymphocytoma cutis,ZP:0015768,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
116,HP:0031549,Lymphocytoma cutis,ZP:0130695,,0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
117,HP:0031549,Lymphocytoma cutis,ZP:0140505,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
118,HP:0031549,Lymphocytoma cutis,ZP:0017802,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
119,HP:0031549,Lymphocytoma cutis,ZP:0142378,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
120,HP:0031549,Lymphocytoma cutis,ZP:0142379,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
121,HP:0031549,Lymphocytoma cutis,ZP:0137443,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
122,HP:0031549,Lymphocytoma cutis,ZP:0137523,,0.35294117647058826,3.7093462856190333,1.1441944948229685,MP:0002006,
123,HP:0031549,Lymphocytoma cutis,ZP:0102431,"melanoma in situ whole organism increased amount, abnormal",0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
124,HP:0031549,Lymphocytoma cutis,ZP:0141874,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
125,HP:0031549,Lymphocytoma cutis,ZP:0137837,,0.3333333333333333,3.7093462856190333,1.1119571762765916,MP:0002006,
126,HP:0031548,Follicular infundibulum tumor,ZP:0141666,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
127,HP:0031548,Follicular infundibulum tumor,ZP:0141512,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
128,HP:0031548,Follicular infundibulum tumor,ZP:0021646,,0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
129,HP:0031548,Follicular infundibulum tumor,ZP:0102137,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
130,HP:0031548,Follicular infundibulum tumor,ZP:0102138,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
131,HP:0031548,Follicular infundibulum tumor,ZP:0023019,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
132,HP:0031548,Follicular infundibulum tumor,ZP:0022920,"neoplasm brain increased amount, abnormal",0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
133,HP:0031548,Follicular infundibulum tumor,ZP:0022880,,0.1875,3.7093462856190333,0.8339678822074437,MP:0002006,
134,HP:0031548,Follicular infundibulum tumor,ZP:0022879,,0.12962962962962962,3.836761623666563,0.7052361223399387,HP:0011793,Neoplasm by anatomical site
135,HP:0031548,Follicular infundibulum tumor,ZP:0022733,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
136,HP:0031548,Follicular infundibulum tumor,ZP:0022707,,0.25925925925925924,3.7093462856190333,0.9806540523271574,MP:0002006,
137,HP:0031548,Follicular infundibulum tumor,ZP:0022706,,0.30434782608695654,3.7093462856190333,1.0625118720427926,MP:0002006,
138,HP:0031548,Follicular infundibulum tumor,ZP:0140448,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
139,HP:0031548,Follicular infundibulum tumor,ZP:0101598,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
140,HP:0031548,Follicular infundibulum tumor,ZP:0101510,,0.17142857142857143,3.7093462856190333,0.7974258176642819,MP:0002006,
141,HP:0031548,Follicular infundibulum tumor,ZP:0107116,,0.13043478260869565,3.7093462856190333,0.6955772972036187,MP:0002006,
142,HP:0031548,Follicular infundibulum tumor,ZP:0101468,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
143,HP:0031548,Follicular infundibulum tumor,ZP:0005559,"germ cell tumor testis increased amount, abnormal",0.1875,3.7093462856190333,0.8339678822074437,MP:0002006,
144,HP:0031548,Follicular infundibulum tumor,ZP:0107020,"sarcoma whole organism increased amount, abnormal",0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
145,HP:0031548,Follicular infundibulum tumor,ZP:0107019,"Non-Lymphoid leukaemias whole organism increased amount, abnormal",0.16279069767441862,3.836761623666563,0.7903094973028699,HP:0011793,Neoplasm by anatomical site
146,HP:0031548,Follicular infundibulum tumor,ZP:0101376,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
147,HP:0031548,Follicular infundibulum tumor,ZP:0101344,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
148,HP:0031548,Follicular infundibulum tumor,ZP:0022124,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
149,HP:0031548,Follicular infundibulum tumor,ZP:0022123,,0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
150,HP:0031548,Follicular infundibulum tumor,ZP:0022122,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
151,HP:0031548,Follicular infundibulum tumor,ZP:0022082,"neurofibrosarcoma whole organism increased amount, abnormal",0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
152,HP:0031548,Follicular infundibulum tumor,ZP:0101184,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
153,HP:0031548,Follicular infundibulum tumor,ZP:0101173,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
154,HP:0031548,Follicular infundibulum tumor,ZP:0101134,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
155,HP:0031548,Follicular infundibulum tumor,ZP:0138429,"nerve sheath tumor muscle increased amount, abnormal",0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
156,HP:0031548,Follicular infundibulum tumor,ZP:0102956,,0.12244897959183673,3.7093462856190333,0.6739478226293342,MP:0002006,
157,HP:0031548,Follicular infundibulum tumor,ZP:0138247,"chordoma intestine increased amount, abnormal",0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
158,HP:0031548,Follicular infundibulum tumor,ZP:0138015,,0.16666666666666666,3.7093462856190333,0.7862724597342231,MP:0002006,
159,HP:0031548,Follicular infundibulum tumor,ZP:0016840,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
160,HP:0031548,Follicular infundibulum tumor,ZP:0016741,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
161,HP:0031548,Follicular infundibulum tumor,ZP:0141893,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
162,HP:0031548,Follicular infundibulum tumor,ZP:0016559,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
163,HP:0031548,Follicular infundibulum tumor,ZP:0016558,,0.11320754716981132,3.7093462856190333,0.6480169709184946,MP:0002006,
164,HP:0031548,Follicular infundibulum tumor,ZP:0016557,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
165,HP:0031548,Follicular infundibulum tumor,ZP:0016477,,0.17647058823529413,3.7093462856190333,0.8090676862856372,MP:0002006,
166,HP:0031548,Follicular infundibulum tumor,ZP:0016424,,0.16216216216216217,3.7093462856190333,0.7755743767583917,MP:0002006,
167,HP:0031548,Follicular infundibulum tumor,ZP:0016423,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
168,HP:0031548,Follicular infundibulum tumor,ZP:0016422,,0.1875,3.7093462856190333,0.8339678822074437,MP:0002006,
169,HP:0031548,Follicular infundibulum tumor,ZP:0138430,"nerve sheath tumor bone tissue increased amount, abnormal",0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
170,HP:0031548,Follicular infundibulum tumor,ZP:0016387,,0.16666666666666666,3.7093462856190333,0.7862724597342231,MP:0002006,
171,HP:0031548,Follicular infundibulum tumor,ZP:0016315,,0.20689655172413793,3.7093462856190333,0.8760427818578937,MP:0002006,
172,HP:0031548,Follicular infundibulum tumor,ZP:0016102,,0.17647058823529413,3.7093462856190333,0.8090676862856372,MP:0002006,
173,HP:0031548,Follicular infundibulum tumor,ZP:0010280,"neurofibrosarcoma peripheral nervous system increased amount, abnormal",0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
174,HP:0031548,Follicular infundibulum tumor,ZP:0140589,,0.24,3.7093462856190333,0.9435269516810677,MP:0002006,
175,HP:0031548,Follicular infundibulum tumor,ZP:0140586,,0.1935483870967742,3.7093462856190333,0.8473122156354022,MP:0002006,
176,HP:0031548,Follicular infundibulum tumor,ZP:0130723,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
177,HP:0031548,Follicular infundibulum tumor,ZP:0140465,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
178,HP:0031548,Follicular infundibulum tumor,ZP:0140450,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
179,HP:0031548,Follicular infundibulum tumor,ZP:0140449,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
180,HP:0031548,Follicular infundibulum tumor,ZP:0106778,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
181,HP:0031548,Follicular infundibulum tumor,ZP:0106777,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
182,HP:0031548,Follicular infundibulum tumor,ZP:0140098,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
183,HP:0031548,Follicular infundibulum tumor,ZP:0140096,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
184,HP:0031548,Follicular infundibulum tumor,ZP:0140092,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
185,HP:0031548,Follicular infundibulum tumor,ZP:0140007,,0.3,3.7093462856190333,1.0548952012810136,MP:0002006,
186,HP:0031548,Follicular infundibulum tumor,ZP:0103622,,0.14634146341463414,3.7093462856190333,0.736770767436607,MP:0002006,
187,HP:0031548,Follicular infundibulum tumor,ZP:0021533,,0.2,3.7093462856190333,0.8613183250830129,MP:0002006,
188,HP:0031548,Follicular infundibulum tumor,ZP:0101271,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
189,HP:0031548,Follicular infundibulum tumor,ZP:0137931,,0.14,3.836761623666563,0.7329028771353806,HP:0011793,Neoplasm by anatomical site
190,HP:0031548,Follicular infundibulum tumor,ZP:0137930,,0.17073170731707318,3.836761623666563,0.8093558318670584,HP:0011793,Neoplasm by anatomical site
191,HP:0031548,Follicular infundibulum tumor,ZP:0137929,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
192,HP:0031548,Follicular infundibulum tumor,ZP:0142377,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
193,HP:0031548,Follicular infundibulum tumor,ZP:0103293,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
194,HP:0031548,Follicular infundibulum tumor,ZP:0103169,,0.2727272727272727,3.7093462856190333,1.0058031099961453,MP:0002006,
195,HP:0031548,Follicular infundibulum tumor,ZP:0100236,,0.21428571428571427,3.7093462856190333,0.8915491676553434,MP:0002006,
196,HP:0031548,Follicular infundibulum tumor,ZP:0103075,,0.125,3.7093462856190333,0.6809319244259143,MP:0002006,
197,HP:0031548,Follicular infundibulum tumor,ZP:0140506,,0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
198,HP:0031548,Follicular infundibulum tumor,ZP:0137327,"primitive neurectodermal tumor whole organism increased amount, abnormal",0.2608695652173913,3.7093462856190333,0.9836948473841787,MP:0002006,
199,HP:0031548,Follicular infundibulum tumor,ZP:0015975,,0.2857142857142857,3.7093462856190333,1.0294723038831985,MP:0002006,
200,HP:0031548,Follicular infundibulum tumor,ZP:0015974,,0.2413793103448276,3.7093462856190333,0.9462343516554819,MP:0002006,
201,HP:0031548,Follicular infundibulum tumor,ZP:0015906,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
202,HP:0031548,Follicular infundibulum tumor,ZP:0131260,,0.23076923076923078,3.7093462856190333,0.9252042958120157,MP:0002006,
203,HP:0031548,Follicular infundibulum tumor,ZP:0131128,,0.18181818181818182,3.7093462856190333,0.8212348003983263,MP:0002006,
204,HP:0031548,Follicular infundibulum tumor,ZP:0131127,,0.2222222222222222,3.7093462856190333,0.9079092325678858,MP:0002006,
205,HP:0031548,Follicular infundibulum tumor,ZP:0015767,,0.25,3.7093462856190333,0.9629831625759395,MP:0002006,
